stock_ticker,company_name,exchange,country,index_id,sector_id,industry_id,market_cap,market_cap_type,style,business_model,stock_category,description
JBHT,J.B. Hunt Transport Services Inc,NASDAQ,USA,IDX_SP500,SEC_IND,IND_ROAD_RAIL,20000000000,Large Cap,Blend,"Trucking,Intermodal Logistics","Intermodal Leader,Asset-Light",Transporte terrestre e intermodal con fuerte integración logística
AENA,Aena S.M. ADR,OTC,USA,,SEC_IND,IND_TRANS_INF,30000000000,Large Cap,Blend,"Airport Infrastructure,Concessions","High Moat,Defensive Infrastructure",Operador líder de aeropuertos con concesiones de largo plazo
FER,Ferrovial SE ADR,OTC,USA,,SEC_IND,IND_TRANS_INF,45000000000,Large Cap,Blend,"Transport Infrastructure,Concessions","High Quality,Infrastructure","Infraestructura de transporte, autopistas y aeropuertos con concesiones"
ATL,Aecom Transportation Infrastructure,NYSE,USA,,SEC_IND,IND_TRANS_INF,20000000000,Large Cap,Blend,Transport Infrastructure Services,Infrastructure Exposure,Servicios y activos relacionados con infraestructura de transporte
EEX,ENN Energy Holdings ADR,OTC,USA,,SEC_IND,IND_TRANS_INF,25000000000,Large Cap,Blend,"Infrastructure,Utilities Link",Stable Cash Flow,Infraestructura energética y de transporte con contratos regulados
Vinci,VINCI SA ADR,OTC,USA,,SEC_IND,IND_TRANS_INF,65000000000,Large Cap,Blend,"Transport Infrastructure,Concessions","Blue Chip,Infrastructure","Concesiones de autopistas, aeropuertos y obras civiles a largo plazo"
LIN,Linde plc,NYSE,USA,IDX_SP500,SEC_MAT,IND_CHEM,210000000000,Large Cap,Blend,"Industrial Gases,Specialty Chemicals","Blue Chip,High Moat,Defensive Industrial",Gases industriales y especiales con contratos de largo plazo
SHW,Sherwin-Williams Co,NYSE,USA,IDX_SP500,SEC_MAT,IND_CHEM,90000000000,Large Cap,Growth,"Coatings,Specialty Chemicals","Blue Chip,Brand Power",Recubrimientos y pinturas con fuerte poder de marca
ECL,Ecolab Inc,NYSE,USA,IDX_SP500,SEC_MAT,IND_CHEM,70000000000,Large Cap,Blend,"Specialty Chemicals,Water Treatment","Defensive,Recurring Revenue","Soluciones químicas para agua, higiene y procesos industriales"
DD,DuPont de Nemours Inc,NYSE,USA,IDX_SP500,SEC_MAT,IND_CHEM,35000000000,Large Cap,Blend,"Specialty Materials,Chemicals","Industrial Materials,Innovation",Materiales avanzados y químicos especializados
APD,Air Products and Chemicals Inc,NYSE,USA,IDX_SP500,SEC_MAT,IND_CHEM,60000000000,Large Cap,Blend,"Industrial Gases,Hydrogen","Blue Chip,Energy Transition",Gases industriales y soluciones para hidrógeno
CRH,CRH plc ADR,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONST_MAT,80000000000,Large Cap,Blend,"Construction Materials,Aggregates","Blue Chip,Infrastructure Leader","Productor global de cemento, agregados y materiales de construcción"
MLM,Martin Marietta Materials Inc,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONST_MAT,40000000000,Large Cap,Blend,"Aggregates,Construction Materials","Blue Chip,Infrastructure",Agregados y materiales para infraestructura y construcción
VMC,Vulcan Materials Co,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONST_MAT,35000000000,Large Cap,Blend,"Aggregates,Construction Materials","High Quality,Infrastructure Play",Productor líder de agregados en EE. UU.
CX,CEMEX SAB de CV ADR,NYSE,USA,,SEC_MAT,IND_CONST_MAT,30000000000,Large Cap,Blend,"Cement,Construction Materials","Global Exposure,Cyclical",Productor global de cemento y concreto
EXP,Eagle Materials Inc,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONST_MAT,8000000000,Mid Cap,Blend,"Cement,Wallboard","Cyclical,US Housing Exposure",Materiales de construcción con foco en EE. UU.
AMCR,Amcor plc,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONT_PACK,30000000000,Large Cap,Blend,"Packaging,Flexible Packaging","Defensive,Staples Exposure","Envases flexibles y rígidos para alimentos, bebidas y consumo básico"
PKG,Packaging Corp of America,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONT_PACK,35000000000,Large Cap,Blend,"Containerboard,Packaging","High Cash Flow,US Focus",Productor de cartón corrugado y soluciones de empaque
IP,International Paper Co,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONT_PACK,18000000000,Large Cap,Value,Paper & Packaging,"Value,Cyclical",Papel y empaques para consumo e industria
BALL,Ball Corp,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONT_PACK,25000000000,Large Cap,Blend,"Metal Packaging,Aluminum Cans","Defensive,Recycling Focus",Envases metálicos para bebidas con enfoque en reciclaje
SEE,Sealed Air Corp,NYSE,USA,IDX_SP500,SEC_MAT,IND_CONT_PACK,15000000000,Large Cap,Blend,"Protective Packaging,Food Packaging","Defensive,Food Exposure",Empaques protectores y para alimentos (Cryovac)
BHP,BHP Group Ltd ADR,NYSE,USA,,SEC_MAT,IND_MET_MIN,150000000000,Large Cap,Blend,Diversified Mining,"Global Leader,Commodity Exposure","Minera diversificada global (hierro, cobre, carbón, níquel)"
RIO,Rio Tinto Group ADR,NYSE,USA,,SEC_MAT,IND_MET_MIN,120000000000,Large Cap,Blend,Diversified Mining,"High Quality,Global Mining","Minera global enfocada en hierro, cobre y aluminio"
VALE,Vale SA ADR,NYSE,USA,,SEC_MAT,IND_MET_MIN,70000000000,Large Cap,Value,"Iron Ore,Base Metals","Cyclical,China Exposure",Productor líder de mineral de hierro y metales básicos
FCX,Freeport-McMoRan Inc,NYSE,USA,IDX_SP500,SEC_MAT,IND_MET_MIN,65000000000,Large Cap,Blend,Copper & Gold Mining,"Copper Play,Energy Transition",Productor líder de cobre y oro con alta sensibilidad a demanda industrial
NEM,Newmont Corp,NYSE,USA,IDX_SP500,SEC_MAT,IND_MET_MIN,45000000000,Large Cap,Blend,Gold Mining,"Defensive,Inflation Hedge",Mayor productor de oro del mundo
IP,International Paper Co,NYSE,USA,IDX_SP500,SEC_MAT,IND_PAPER,18000000000,Large Cap,Value,"Paper & Forest Products,Packaging","Value,Cyclical","Productor global de papel, cartón y productos forestales"
PKG,Packaging Corp of America,NYSE,USA,IDX_SP500,SEC_MAT,IND_PAPER,35000000000,Large Cap,Blend,"Containerboard,Paper Products","High Cash Flow,US Focus",Productos de papel y cartón para empaques
WY,Weyerhaeuser Co,NYSE,USA,IDX_SP500,SEC_MAT,IND_PAPER,30000000000,Large Cap,Blend,"Timber,Forest Products","Real Assets,Inflation Hedge",Productor forestal y madera con activos inmobiliarios
SUZ,Suzano SA ADR,NYSE,USA,,SEC_MAT,IND_PAPER,20000000000,Large Cap,Blend,Pulp & Paper,Global Exposure,Productor líder mundial de pulpa de celulosa
UPM,UPM-Kymmene Corp ADR,OTC,USA,,SEC_MAT,IND_PAPER,25000000000,Large Cap,Blend,"Paper,Forestry,Bio Products","European Leader,Sustainability","Productos forestales, papel y bioproductos"
VZ,Verizon Communications Inc,NYSE,USA,IDX_SP500,SEC_COMM,IND_WIRELESS,160000000000,Large Cap,Value,"Wireless Telecom,5G","Blue Chip,Defensive,Dividend",Operador líder de telecomunicaciones inalámbricas en EE. UU.
T,AT&T Inc,NYSE,USA,IDX_SP500,SEC_COMM,IND_WIRELESS,150000000000,Large Cap,Value,"Wireless Telecom,5G","Blue Chip,High Dividend",Servicios inalámbricos y telecomunicaciones con fuerte generación de caja
TMUS,T-Mobile US Inc,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_WIRELESS,180000000000,Large Cap,Growth,"Wireless Telecom,5G","Growth,Market Share Gains",Operador inalámbrico con fuerte crecimiento y enfoque en 5G
AMX,America Movil SAB de CV ADR,NYSE,USA,,SEC_COMM,IND_WIRELESS,90000000000,Large Cap,Blend,"Wireless Telecom,Latin America","Global Leader,Emerging Markets",Operador líder de telecomunicaciones móviles en Latinoamérica
TEF,Telefonica SA ADR,NYSE,USA,,SEC_COMM,IND_WIRELESS,45000000000,Large Cap,Value,"Wireless Telecom,Europe","High Dividend,Europe Exposure",Operador de telecomunicaciones móviles con foco en Europa y LATAM
VZ,Verizon Communications Inc,NYSE,USA,IDX_SP500,SEC_COMM,IND_DIV_TEL,160000000000,Large Cap,Value,"Diversified Telecom,Wireless & Wireline","Blue Chip,Defensive,Dividend",Servicios integrados de telecomunicaciones inalámbricas y fijas
T,AT&T Inc,NYSE,USA,IDX_SP500,SEC_COMM,IND_DIV_TEL,150000000000,Large Cap,Value,"Diversified Telecom,Wireless & Fiber","Blue Chip,High Dividend",Telecomunicaciones integradas con foco en fibra y móvil
TMUS,T-Mobile US Inc,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_DIV_TEL,180000000000,Large Cap,Growth,"Diversified Telecom,Wireless","Growth,Market Share Gains",Operador telecom integrado con fuerte crecimiento en EE. UU.
AMX,America Movil SAB de CV ADR,NYSE,USA,,SEC_COMM,IND_DIV_TEL,90000000000,Large Cap,Blend,"Diversified Telecom,Latin America","Global Leader,Emerging Markets",Telecomunicaciones móviles y fijas en Latinoamérica
TEF,Telefonica SA ADR,NYSE,USA,,SEC_COMM,IND_DIV_TEL,45000000000,Large Cap,Value,"Diversified Telecom,Europe & LATAM","High Dividend,Europe Exposure",Telecomunicaciones integradas en Europa y América Latina
DIS,The Walt Disney Co,NYSE,USA,IDX_SP500,SEC_COMM,IND_MEDIA,200000000000,Large Cap,Blend,"Media,Entertainment,Streaming","Blue Chip,Global Media","Contenido, parques temáticos y plataformas de streaming"
CMCSA,Comcast Corp,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_MEDIA,170000000000,Large Cap,Blend,"Media,Cable,Streaming","Blue Chip,Cash Flow","Medios, cable y streaming (NBCUniversal)"
NFLX,Netflix Inc,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_MEDIA,250000000000,Large Cap,Growth,Streaming Media,"Global Platform,Growth",Líder global en streaming de contenido
PARA,Paramount Global,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_MEDIA,15000000000,Large Cap,Value,"Media,Streaming","Value,Turnaround","Medios tradicionales y streaming (CBS, Paramount+)"
WBD,Warner Bros Discovery Inc,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_MEDIA,20000000000,Large Cap,Value,"Media,Streaming","Content Library,Turnaround","Contenido premium y plataformas de streaming (HBO, Warner Bros)"
LYV,Live Nation Entertainment Inc,NYSE,USA,IDX_SP500,SEC_COMM,IND_ENT,25000000000,Large Cap,Growth,"Live Entertainment,Ticketing","Global Leader,Growth",Producción de eventos en vivo y ticketing (Ticketmaster)
EDR,Endeavor Group Holdings Inc,NYSE,USA,,SEC_COMM,IND_ENT,12000000000,Large Cap,Blend,"Sports & Entertainment,Agency","Platform,Content & IP","Agencia global de deportes y entretenimiento (WME, UFC)"
SPHR,Sphere Entertainment Co,NYSE,USA,,SEC_COMM,IND_ENT,9000000000,Mid Cap,Growth,"Live Venues,Immersive Media","Experiential,Growth",Nuevos formatos de entretenimiento inmersivo (Sphere Las Vegas)
IMAX,IMAX Corp,NYSE,USA,,SEC_COMM,IND_ENT,9000000000,Mid Cap,Blend,"Theatrical Technology,Entertainment","Niche Leader,Content Leverage",Tecnología y formato premium para exhibición cinematográfica
MSGE,MSG Entertainment Corp,NYSE,USA,,SEC_COMM,IND_ENT,5000000000,Small Cap,Blend,"Live Entertainment,Venues","Asset Owner,Events",Operador de venues y eventos en vivo (Madison Square Garden)
GOOGL,Alphabet Inc Class A,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_INTERACTIVE,1800000000000,Mega Cap,Growth,"Search,Digital Advertising,Platforms","Blue Chip,Mega Cap,Platform Leader","Buscador, publicidad digital, YouTube y ecosistema de servicios online"
META,Meta Platforms Inc,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_INTERACTIVE,1200000000000,Mega Cap,Growth,"Social Media,Digital Advertising","Blue Chip,Platform,Network Effects","Redes sociales y plataformas digitales (Facebook, Instagram, WhatsApp)"
TTD,The Trade Desk Inc,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_INTERACTIVE,45000000000,Large Cap,Growth,"Digital Advertising,Programmatic Ads","Growth,Asset-Light",Publicidad programática y tecnología de compra de anuncios
PINS,Pinterest Inc,NYSE,USA,IDX_SP500,SEC_COMM,IND_INTERACTIVE,25000000000,Large Cap,Growth,"Social Media,Visual Discovery","Platform,Growth",Plataforma de descubrimiento visual y publicidad digital
MTCH,Match Group Inc,NASDAQ,USA,IDX_SP500,SEC_COMM,IND_INTERACTIVE,10000000000,Large Cap,Blend,"Online Dating,Subscriptions","Recurring Revenue,Platform","Servicios de citas online por suscripción (Tinder, Hinge)"
NEE,NextEra Energy Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_ELEC_UTIL,150000000000,Large Cap,Growth,"Electric Utilities,Renewables","Blue Chip,Clean Energy Leader",Utility eléctrica líder con fuerte foco en energías renovables
DUK,Duke Energy Corp,NYSE,USA,IDX_SP500,SEC_UTIL,IND_ELEC_UTIL,75000000000,Large Cap,Blend,"Electric Utilities,Regulated","Defensive,Stable Cash Flow",Utility eléctrica regulada con amplia presencia en EE. UU.
SO,Southern Co,NYSE,USA,IDX_SP500,SEC_UTIL,IND_ELEC_UTIL,70000000000,Large Cap,Blend,"Electric Utilities,Regulated","Blue Chip,Dividend",Generación y distribución eléctrica regulada en el sureste de EE. UU.
D,Dominion Energy Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_ELEC_UTIL,50000000000,Large Cap,Value,"Electric Utilities,Regulated","Value,Dividend",Utility eléctrica regulada con enfoque en redes y generación
EXC,Exelon Corp,NASDAQ,USA,IDX_SP500,SEC_UTIL,IND_ELEC_UTIL,45000000000,Large Cap,Blend,"Electric Utilities,Nuclear","Defensive,Regulated",Utility eléctrica enfocada en generación nuclear y redes reguladas
NI,NiSource Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_GAS_UTIL,32000000000,Large Cap,Blend,"Gas Utilities,Regulated","Defensive,Stable Cash Flow",Distribución regulada de gas natural y electricidad en EE. UU.
ATO,Atmos Energy Corp,NYSE,USA,IDX_SP500,SEC_UTIL,IND_GAS_UTIL,20000000000,Large Cap,Blend,"Gas Utilities,Regulated","Defensive,Dividend",Distribuidor regulado de gas natural en EE. UU.
SWX,Southwest Gas Holdings Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_GAS_UTIL,13000000000,Mid Cap,Blend,"Gas Utilities,Regulated","Defensive,Regional Utility",Distribución de gas natural en el suroeste de EE. UU.
UGI,UGI Corp,NYSE,USA,IDX_SP500,SEC_UTIL,IND_GAS_UTIL,12000000000,Mid Cap,Blend,"Gas Utilities,Energy Distribution","Defensive,Diversified",Distribución de gas natural y energía en EE. UU. y Europa
NFG,National Fuel Gas Co,NYSE,USA,IDX_SP500,SEC_UTIL,IND_GAS_UTIL,6000000000,Mid Cap,Blend,"Gas Utilities,Regulated","Value,Integrated Utility",Utility integrada de gas natural con exploración y producción limitada
DTE,DTE Energy Co,NYSE,USA,IDX_SP500,SEC_UTIL,IND_MULTI_UTIL,45000000000,Large Cap,Blend,"Multi-Utilities,Regulated","Defensive,Stable Cash Flow",Utility integrada de electricidad y gas con fuerte regulación
SRE,Sempra,NYSE,USA,IDX_SP500,SEC_UTIL,IND_MULTI_UTIL,55000000000,Large Cap,Blend,"Multi-Utilities,Energy Infrastructure","Blue Chip,Infrastructure","Utility integrada con activos eléctricos, gas y exportación de GNL"
AEP,American Electric Power Co Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_MULTI_UTIL,50000000000,Large Cap,Blend,"Multi-Utilities,Regulated","Defensive,Dividend",Utility integrada con gran red de transmisión eléctrica
ED,Consolidated Edison Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_MULTI_UTIL,35000000000,Large Cap,Value,"Multi-Utilities,Regulated","Defensive,Urban Monopoly",Utility integrada enfocada en el área metropolitana de Nueva York
CMS,CMS Energy Corp,NYSE,USA,IDX_SP500,SEC_UTIL,IND_MULTI_UTIL,22000000000,Large Cap,Blend,"Multi-Utilities,Regulated","Defensive,Stable Returns",Utility integrada de electricidad y gas en Michigan
AWK,American Water Works Co Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_WATER_UTIL,30000000000,Large Cap,Blend,"Water Utilities,Regulated","Blue Chip,Defensive,Monopoly Local",Mayor utility de agua regulada en EE. UU.
WTRG,Essential Utilities Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_WATER_UTIL,10000000000,Large Cap,Blend,Water & Wastewater Utilities,"Defensive,Stable Cash Flow",Servicios regulados de agua y aguas residuales en EE. UU.
SJW,SJW Group,NYSE,USA,IDX_SP500,SEC_UTIL,IND_WATER_UTIL,2200000000,Small Cap,Blend,"Water Utilities,Regulated","Defensive,Regional Utility",Utility regional de agua con ingresos altamente estables
YORW,York Water Co,NASDAQ,USA,,SEC_UTIL,IND_WATER_UTIL,800000000,Small Cap,Blend,"Water Utilities,Regulated","Dividend Aristocrat,Niche",Una de las utilities de agua más antiguas de EE. UU.
CWCO,Consolidated Water Co Ltd,NASDAQ,USA,,SEC_UTIL,IND_WATER_UTIL,400000000,Small Cap,Growth,"Water Utilities,Desalination","Niche,Growth",Servicios de agua y desalinización en mercados específicos
CEG,Constellation Energy Corp,NASDAQ,USA,IDX_SP500,SEC_UTIL,IND_IPP,200000000000,Large Cap,Blend,"Nuclear Power,IPP","Clean Energy,Low Carbon",Líder en generación nuclear y energía libre de carbono en EE. UU.
VST,Vistra Corp,NYSE,USA,IDX_SP500,SEC_UTIL,IND_IPP,45000000000,Large Cap,Blend,"Power Generation,Energy Trading","Cash Flow,Merchant Power",Generación eléctrica competitiva y trading energético
NRG,NRG Energy Inc,NYSE,USA,IDX_SP500,SEC_UTIL,IND_IPP,35000000000,Large Cap,Blend,"Power Generation,Retail Energy","Merchant Power,Consumer Exposure",Generación eléctrica y comercialización de energía al consumidor
AES,AES Corp,NYSE,USA,IDX_SP500,SEC_UTIL,IND_IPP,30000000000,Large Cap,Blend,"Global Power Generation,Renewables","Renewables Transition,Emerging Markets",Generación eléctrica global con foco en renovables
CWEN,Clearway Energy Inc,NYSE,USA,,SEC_UTIL,IND_IPP,12000000000,Mid Cap,Blend,"Renewable Power,IPP","YieldCo,Stable Cash Flow",Generación renovable con contratos de largo plazo (YieldCo)
PLD,Prologis Inc,NYSE,USA,IDX_SP500,SEC_RE,IND_REIT_EQ,120000000000,Large Cap,Blend,"Industrial REIT,Logistics","Blue Chip,High Quality,Global Leader",REIT industrial líder en logística y centros de distribución
AMT,American Tower Corp,NYSE,USA,IDX_SP500,SEC_RE,IND_REIT_EQ,100000000000,Large Cap,Blend,"Tower REIT,Telecom Infrastructure","Blue Chip,High Moat",REIT de torres de telecomunicaciones con contratos de largo plazo
EQIX,Equinix Inc,NASDAQ,USA,IDX_SP500,SEC_RE,IND_REIT_EQ,80000000000,Large Cap,Blend,"Data Center REIT,Digital Infrastructure","Blue Chip,Digital Economy",REIT de data centers clave para cloud e interconexión
SPG,Simon Property Group Inc,NYSE,USA,IDX_SP500,SEC_RE,IND_REIT_EQ,60000000000,Large Cap,Value,"Retail REIT,Shopping Malls","High Quality,Defensive Retail",REIT líder en centros comerciales premium
O,Realty Income Corp,NYSE,USA,IDX_SP500,SEC_RE,IND_REIT_EQ,45000000000,Large Cap,Blend,"Net Lease REIT,Monthly Dividend","Dividend,Defensive",REIT de alquiler neto con dividendos mensuales
NLY,Annaly Capital Management Inc,NYSE,USA,,SEC_RE,IND_REIT_MORT,20000000000,Large Cap,Value,"Mortgage REIT,Agency MBS","High Dividend,Rate Sensitive",REIT hipotecario enfocado en MBS respaldados por agencias
AGNC,AGNC Investment Corp,NASDAQ,USA,,SEC_RE,IND_REIT_MORT,15000000000,Large Cap,Value,"Mortgage REIT,Agency MBS","High Dividend,Leverage",REIT hipotecario especializado en MBS de agencias
STWD,Starwood Property Trust Inc,NYSE,USA,,SEC_RE,IND_REIT_MORT,20000000000,Large Cap,Blend,Commercial Mortgage REIT,"Commercial Focus,Income",REIT hipotecario con préstamos comerciales y activos inmobiliarios
BXMT,Blackstone Mortgage Trust Inc,NYSE,USA,,SEC_RE,IND_REIT_MORT,10000000000,Large Cap,Blend,Commercial Mortgage REIT,"Institutional Platform,Income",REIT hipotecario comercial respaldado por Blackstone
MFA,MFA Financial Inc,NYSE,USA,,SEC_RE,IND_REIT_MORT,5000000000,Mid Cap,Value,"Mortgage REIT,Hybrid","High Yield,Rate Sensitive",REIT hipotecario híbrido con MBS residenciales
LEN,Lennar Corp,NYSE,USA,IDX_SP500,SEC_RE,IND_RE_DEV,60000000000,Large Cap,Blend,"Homebuilding,Real Estate Development","Cyclical,US Housing",Líder en desarrollo residencial y construcción de viviendas en EE. UU.
DHI,D.R. Horton Inc,NYSE,USA,IDX_SP500,SEC_RE,IND_RE_DEV,50000000000,Large Cap,Blend,"Homebuilding,Residential Development","Blue Chip,Scale",Mayor constructor de viviendas en EE. UU. por volumen
PHM,PulteGroup Inc,NYSE,USA,IDX_SP500,SEC_RE,IND_RE_DEV,25000000000,Large Cap,Blend,"Homebuilding,Residential Development","Cyclical,Margin Focus",Desarrollo y construcción de vivienda unifamiliar
AVB,AvalonBay Communities Inc,NYSE,USA,IDX_SP500,SEC_RE,IND_RE_DEV,30000000000,Large Cap,Blend,"Multifamily Development,Residential","REIT-Developer,Urban Focus",Desarrollo y operación de complejos residenciales multifamiliares
EQR,Equity Residential,NYSE,USA,IDX_SP500,SEC_RE,IND_RE_DEV,25000000000,Large Cap,Blend,"Residential Development,Multifamily","REIT-Developer,Urban Markets",Desarrollo y operación de propiedades residenciales en grandes ciudades
